index,class,message
1326,0,man playing without the resourcepack sucks
1327,1,rx can u like get out of the topic if ur just gonna be annoying pls? like u get angry when someone's butting in but u butt in also and as a matter of fact u should be nice cuz MOST mods cant even handle ur stupidity and cruelty to them
1328,0,i suck at pvp but you and skidllz put up a good fight
1329,0,and now ill never pvp since i suck at it lol
1330,0,yeah but I'm suck at pvp
1331,0,bear u have master xx??
1332,0,hmm i think just blaze and magama butt idk nether mined em lol
1333,0,master fisher man XX ;-;
1334,0,Im opening crates for ppl! My luck sucks btww
1335,0,i went ice skating and my butt hurts lol
1336,0,What it smell like probably taco meat and butt cheese
1337,0,he carries but he sucks
1338,0,This XXX tag was old
1339,0,no one uses this XXX tag anymore?
1340,0,so get off your but or on your butt idk
1341,0,i suck at making farmes
1342,0,"Just rare key that isnt very good, Rare +100m Good +100m Not very Good -100m, so i range it from 200-150m cause it sucks"
1343,1,U guys suck your not trust worthey
1344,0,BRO PLAYING minecraft on phone sucks
1345,0,my storage sucks so i put 102 chests in a random cave in my claim
1346,0,axes are sucks in pvp
1347,1,im at spawn if any one wants to suck my balls
1348,0,i suck at pvp bkue dw
1349,0,Nah i suck at pvp lmfao
1350,0,that sucks bruh i need a lucky rod
1351,0,it kinda sucks that the first vote link doesnt work
1352,0,im workin night swing shift atm... kinda sucks
1353,0,this new koth area sucks smh
1354,0,I got a few winter chestplates they kinda suck
1355,0,yeah mc on phones sucks
1356,0,sheep ur butt is to big i cant see
1357,0,Why must waiting for things suck
1358,0,8 hour drives suck xD
1359,0,"damn that sucks XD honestly in NJ when its cold i want it too be hot, when its hot i want it too be cold"
1360,0,people where being mean to me cuz i cant snipe on this game i play on vr and they kept saying i suck a little and i try the best to be a good sniper
1361,0,test tmr and it sucks smmm
1362,0,dude this sucks the weed wacker has a 10 sec cooldown
1363,0,best minecraft kinda suck as well
1364,0,seps ur discord servers suck
1365,0,axe sucks without high skill lvl
1366,0,sep this sucks why cant i get diamond fish
1367,0,yeah that kinda suck :l
1368,0,i cant remember how much this was for sale but this sucks
1369,0,my internet is good at hive but here it sucks idk why
1370,0,pvp sucks on earth wth3
1371,0,how does pvp on earth suck?
1372,0,coach pvp on survival sucks
1373,0,anyone got a butt load of grass
1374,0,"if you see a Lucky Bow, snatch it."
1375,0,I'll snatch Lucky Picks if I see em.
1376,0,synth sucks in killing me
1377,0,blake that sucks. they do't stop it but they can help
1378,0,"I do have to say tho, Painting sucks for me bc i accidently painted something brown when i thought it was green :/"
1379,0,building businesses and making butt loads of money
1380,0,sep L u suck at pvp imagine losing to a bedrock plauer
1381,0,ok yeah i actually agree microsoft sucks
1382,0,im on bedrock it sucks
1383,0,anyone want to play me in chess i suck so free elo
1384,0,i suck terribly at pvp
1385,0,ive tried practicing pvp and i still suck
1386,0,im going home bye not this suck home
1387,0,im not gonna get chicken butt
1388,0,Sucks to be u Im alresdy bad at pvp
1389,0,now if i try to like drop this rotten flesh it will suck up the thing
1390,0,it did not suck my bucket
1391,0,"lmfao.. dude.... i helped save his butt 70b that got stole... he didnt say thanks or toss me a bone... he said ""Cya"" . if u dont play another game with me imma delete disc"
1392,0,im at the red light and damn that sucks
1393,1,You still suck at it man
1394,0,waking up with a migraine sucks
1395,0,"ngl when the fish tourny starts, I might poof ;3"
1396,0,the iron hoe suck up
1397,0,that sucks andrei are you ok?
1398,0,sucks that there's a random tractor sitting here
1399,0,brp yhis is suck >:(
1400,0,Kinda sucks the galactic sword gives 1 xp lmao
1401,0,i suck at redstone so i def wont be able to do this
1402,0,M1lf Killer welcome to cosmos!
1403,0,Yall experienced people kinda suck at helping the new pople...
1404,0,oh that sucks make a ticket again ;p
1405,0,no dont go to his mall it sucks
1406,0,dw everyone else sucks my money up so i cant afford u
1407,1,I'm literally bullying SUMO at pvp yet I'm butt naked and he can't hit me once
1408,0,[Experience-Bottle (Throw) x 1] i wanna give this away butt i Am broke
1409,0,although I can't stand the smell of pizza sauce anymore so it sucks lmao
1410,0,everyone is overly hardcore christian... then there is me lmao
1411,0,i need to have a lure XX to enjoy fishing
1412,0,my rod sucks ngl mine lure 3only and i barely get spawners
1413,0,would it be consider bullying if i made a giant sign in the sky that said someone sucks?
1414,0,what would the consequences be if i made a giant sign in the sky that said somebody sucks
1415,0,"ive seen so many that have great looking info, but then i find out its in whatever language.. sucks"
1416,0,also enderman spawners suck the enderman tp everywhere
1417,0,because wifi in my country sucks
1418,0,Forgetfullness isntb being an idiot xx
1419,0,bear my sword sucks its a stupid netherite
1420,0,Im not going in the tourny bc i suck at pvp no cap
1421,0,ew history and geo sucks
1422,0,in fact i suck at it
1423,0,okay thats gonna suck lol
1424,0,suck dees n u t s noob
1425,0,"That sucks, did you get their discord or any way to communicate to them?"
1426,0,i'd love to help but i suck
1427,0,kidney u cant be talking fool u play once a month and suck at this video game like how u bouta get beat by coder smh get good kid u think ur real good at pvp truth is u aint bro go take a shower like bro wake up and enter the real world
1428,0,"damn that sucks, hope it feels better"
1429,0,nah soph hardcore be bullyin me
1430,0,we will fain world domination
1431,0,i suck at making roofs
1432,0,yeah school sucks i wake up at 6 to get on the bus at 6:30 to get to school at 7 to start at 7:15 and get out at 2 for a 30 ride home
1433,1,"_FamousShadow727 /sc sorry got completely caught up, didn't realise how much shit i had to do, gotta go though night night time."
1434,0,ok but I suck at pvp
1435,0,well ur the one with armour also bedrock pvp sucks
1436,0,hendy did have one but hendy dosent have anymore which sucks i been waiting for 2 hrs
1437,0,bro /pw misc sucks butt cheecks
1438,0,yea the warps kinda suck
1439,0,whoever send me 1 million is sexy
1440,0,bro it wont let me type the thing to suck up dirt on the floor'
1441,0,uni sucks who needs that
1442,0,im so rich that i use golden apples to wipe my butt
1443,0,_PowerSkate50179 sit yo butt down
1444,0,the only reason why i have teammates is because it just sucks to be alone
1445,0,i suck at this stuff and building
1446,0,dam my rod really sucks-
1447,0,u need to have good rod for u to get XX dont rush just that
1448,0,that would suck for him
1449,0,i suck at getting gear
1450,0,ok btw i suck at building
1451,0,damnit i suck in shortcuts
1452,0,"Its going to suck since, if a player doesn't have pandora they wont be able to go :c"
1453,0,i went on hardcore pvp for 3 mins and died 3 times lol
1454,0,"Worse then claim blocks , butt eh morph"
1455,0,witch sucks cause i had spend money on them and they were not cheap
1456,0,frenzy on a crossbow sucks frfr
1457,0,"read chat everyone, me nixon hendy and prom just broke it down on why it sucks"
1458,0,"Im honestly happy I know it sucks, cause I wanted one"
1459,0,can someone say why it sucks i dont get it
1460,0,tryna find a sexy villager skin smh
1461,0,ron ive tried it and bro i SUCK at it like no not suck i SUCK at it im sooo bad there
1462,0,"augments are like enchants, /fish augments, throw items into filled cauldron, slap it w ur rod, poof, augment made"
1463,0,rxrx u will destroy me i aint good there i cant even place crystals fast enough i suck there
1464,0,well at first it was my team thenn land cause i wanted all of aus when i started butt i gave up lmao
1465,0,oh it sucks on mobile
1466,0,Dance U Fat Butt Parrot
1467,0,ye ig my museum will always suck.
1468,0,3 hour print my butt
1469,0,bruh maccas sucks to work at
1470,0,it will really suck to make
1471,0,that sucks pauuu but nerd rlly aint an insult tbh
1472,0,i suck at doing parkour and mazes
1473,0,kevin as a pickle lover pickle on pizza SUCKS.
1474,0,You poof bear i dont see u ;c
1475,0,it was close either way but sucks i couldnt battle you with out you being messed with
1476,0,i fricking suck at parkours
1477,0,but i suck at builds
1478,0,i am p1 dia and he sucks
1479,0,anyne got a butt load of spare grass
1480,0,"stino, the real thing you realize as you get older is, life sucks lmao"
1481,0,sorry guys i was typing with my butt
1482,0,mine sucks [SPOOKY ROD x 1]
1483,0,im actually straighten my hair by layers now so it wont get poof up ll
1484,0,not just awful it literally sucks
1485,0,i would totally help but i suck at copying
1486,0,cx sucks at responding to messages.....
1487,0,bruv srsly my battery sucks
1488,0,yes barba sucks at pvp
1489,0,i still dont have trust butt idk why i need it also hehe :3
1490,0,i love you all because you all pay me xx
1491,0,im selling my museum cuz it sucks
1492,0,L lucky rods they suck
1493,0,yea but i suck at duek
1494,0,mobile sucks and i say that while on it
1495,0,my luck sucks so does anyone wanna buy either of these keys from me
1496,0,someone built a swastika outside my house
1497,0,yay Im Bankrupt now This Virtual Pandora key system Suck
1498,0,that sucks its slow and laggy
1499,0,renting out really nice bases bc all the other retnters suck
1500,0,i thing Gemini sucks tbh
1501,0,i suck at building anyway lol
1502,0,i need it i suck at pvp
1503,1,ur dad not here anymore damn much sucks
1504,1,suck my pu44sy till i squrt
1505,1,suck my pu44sy till i squrtsuck my pu44sy till i squrtsuck my pu44sy till i squrt
1506,1,suck my pu44sy till i squrt suck my pu44sy till i squrt
1507,1,suck my pu44sy till i squrt suck my pu44sy till i squrt suck my pu44sy till i squrt suck my pu44sy till i squrt suck my pu44sy till i squrt
1508,0,I told you i SUCK at offering
1509,0,i suck at it too broski
1510,0,"aromatic i suck a pvp, sometimes i fish"
1511,0,[SPOOKY ROD x 1] this sucks
1512,0,they suck up like 20 thousand pellets at once
1513,0,mrtofu can i have 3800 coons
1514,0,okey so its prob because it loves me or bec it SUCKS
1515,0,cuz english is my second language and i suck on grammar and some words
1516,1,you can go suck my ***
1517,0,_notmadmaddy1 thats like incest or smth
1518,0,amazingstarr if i winn u give me 900 coins i suck at pvp
1519,0,give me something that sucks
1520,0,sucks i have to go in 10
1521,0,i suck tho yk that right
1522,0,Ill buy another if this one SUCKS
1523,0,bro my butt is sweating for some odd reason
1524,0,some peolle in this server suck ngl
1525,0,[[EASTER ROD] x 1] Kinda suck ngl
1526,0,i suck at doing like 11 x 11 12 x 12
1527,0,TBNE fortinite sucks thats what i have to say
1528,1,do /pw e for big booty butt cheecks
1529,0,shop n stop kinda sucks doodoo butt cheecks
1530,0,but my hardcore world does
1531,0,IK for fact my luck sucks sooo ...
1532,0,lmaoo i aint old or creepy but i do suck at valo
1533,0,u know i suck at touchpad i got destroy by sac yesturday lol
1534,0,I suck at touchpad too
1535,0,both u suck without pots
1536,0,i suck so im cleanup crew
1537,1,do /pw dark for big booty butt cheecks
1538,1,do u rlly think i would have big booty butt cheecks
1539,1,suck my nuts serpent ya stinkbag
1540,0,Ok bye bye this sucks
1541,0,Gods this terra forming stuff sucks lol
1542,0,gee that sucks trains arent an option
1543,0,catcus farms suck so much _RaringBass28347
1544,0,the vote link that has the captcha with ai generated images sucks
1545,0,newbi i suck at everything just so you know
1546,0,big shrimp suck bc its doesnt have as much flavor as bite sized and thier so hard to open
1547,0,u should def win bec i suck
1548,0,am i the only one working my butt off to finish a cactus auto farm?
1549,0,"chunk hoppers will suck up custom fish on reboot, WWW"
1550,1,do /pw dark for big booty butt cheacks fo life
1551,0,bedrock settings suck get java
1552,0,u think I just have an extra one up my butt?
1553,0,i suck at interior T-T
1554,0,"damn nice, mine sucks lol"
1555,0,ye thats prob worse school sucks in general
1556,0,survival honestly sucks compared to earth
1557,0,u know from cx or xxx i dont remember his name
1558,0,i love pvp but m y loot sucks
1559,1,first to say -suck my toes mommy-gets 3mill
1560,0,ye it sucks finding the center
1561,0,how do i reset or something i am suck somewhere
1562,0,oh nah i suck at those redstone things lol sorry bennett
1563,0,sucks cause you cant pick em up
1564,0,i suck at making lamps lol
1565,0,WHY is everyone getting suck good pulls
1566,0,sucks cuz i got alot of sand to place
1567,0,cuz i suck at building
1568,0,skid i wont scam tho.. and tax sucks
1569,0,guys i suck at minecraft
1570,1,[real omni tool x 64] yall suck
1571,0,how do i suck this bad
1572,0,i see that sucks lol
1573,0,I suck at axe too xD
1574,0,no sexual terms in chat
1575,0,easter sword is super good for pvp especially if u suck
1576,0,let me suck up ur infi blocks
1577,0,no i suck at pvp lol
1578,0,Anybody from staff wanna tp rq? Someone built a swastika on this farm
1579,0,ah ok.. i'm new adn my inglish sucks
1580,0,terrible cuz i had few good offers for flower crown and im told i suck
1581,0,could i haev tha picaxe please mine sucks
1582,0,holy cow lunar client sucks
1583,0,do enyone know what skeet is?
1584,0,i broke a void rod skin off a item frame and it went poof ??!?!?!?!?!
1585,0,im jk. i suck at building
1586,0,"sure sure, hope you realise i can snatch those xrayed ores right from your inventory lmao"
1587,0,alr my goal is 750 coins to be able to snatch naars skull
1588,0,borrow more gear bby xx
1589,0,Buying any Prot 5 boots execpt PVP cause pvp sucks
1590,0,Buying any Prot 5 boots execpt PVP cause pvp sucks msg me
1591,0,Im being nice as its 85m on realestate but I may change my mind as Im getting annoyed now xx
1592,0,i wonder if a newbie feels welcome when 3 or 4 people type welcome the same time xx
1593,1,lil man yeah i do they suck tho
1594,0,kinda sucks cuz im 99% sure i was at my pandora base
1595,0,"It's like a hardcore server, where you kill people and steal their hearts"
1596,0,Bedrock dont suck u do
1597,0,suck it up and go to the back of the bus like rosa parks didnt do
1598,0,didnt mean to snatch from u
1599,0,bedrock sucks but i got it free so \0-0/
1600,1,spawners suck in this tbh they dont give a whole lot
1601,0,nah just sucks cuz i still dont remember unclaiming it and i woulda loved 1b
1602,0,offer default i suck at price
1603,0,u want it cause that crate actually sucks
1604,0,Thomas the train sucks at pvp
1605,0,i dont have vein miner which sucks
1606,0,i suck a pvp but i like pvp
1607,0,they should rather get fit instead of watching hentai
1608,0,bro cobalt says he sucks at building
1609,0,ok my sword sucks or im bad at pvp
1610,0,i can snatch it from siz if they steal lol
1611,0,bruh my farm sucks ;_;
1612,0,yeah but fred sucks at sword
1613,0,i suck at building lmao
1614,0,I have a lucky rocket and Cupids Sidekick which Sidekick sucks since i dont have a horse ;-;
1615,0,i wanna have a cool collection just i suck at making places
1616,0,they suck up so many and then sippy sipyy
1617,1,Siz could probably claim the nipple i cant claim
1618,1,can i stil live on the nipple
1619,1,can i build on the nipple u said
1620,0,U guys suck ima neck
1621,0,omg i suck at mazes lmao
1622,0,i like it butt i dunno im used to itz lmaoo
1623,0,chat sucks on bedrock too
1624,0,it sucks so bad nowadays
1625,0,"Nah suck at pvp, is chain armor so not much armor to protect with"
1626,0,mruntrade offer i suck at rates
1627,0,this economy sucks if coins are that expensive
1628,0,Can someone from staff tp rq? Someone built a swastika and it's on CoreProtect
1629,1,hey mr toufo you suck
1630,0,800m runs do suck x.x
1631,0,sucks you cant trade claimblocks anymore lol
1632,0,ya butt idk what was in the toolbox :c i took some tings out nd idk where it went i rember using it like a wekk ago
1633,0,3v1 me and get apples suck it
1634,0,most of these suck ngl
1635,0,"Joey: I like it, Joey Now: The Name Sucks"
1636,0,Tractor controls on bedrock suck
1637,0,God i suck at Redstone lol
1638,0,They suck in life as well.
1639,0,alr i suck at my parkour
1640,0,but i need the water to poof away
1641,0,i need dis water to poof away
1642,0,that suck but he can
1643,0,ya i just suck at parkour lul
1644,0,Fickle salt sucks s at pvp im full diamondes hes full neth enchanted i beat him
1645,0,My fishing rod sucks :(
1646,0,solar kinda sucks that is why I changed
1647,0,yes i suck at my own parkour
1648,0,thank you all for being suck good contestants
1649,0,i suck at parkour so nsp is not for me
1650,0,breh who sucks at parkour and placed these blocks to cheat
1651,0,sucks at being bad at building
1652,0,they would poof up then fly away
1653,0,i kill afk people in pvp so i have a chance at pvp key cause i suck
1654,0,math sucks tbh x.x like algebra
1655,0,earth sucks im back to survival
1656,0,if only I didn't suck at building...
1657,1,neymar and messi suck fr.
1658,0,Rashford Saying neymar and messi suck :skull:
1659,0,i still suck with coding tho :I
1660,1,yall suck at parkour lol
1661,0,why do earth pvpers suck so bad
1662,0,in my alt which sucks
1663,0,tbh I suck at nethpot
1664,0,that rlly sucks dont use it
1665,0,fluffl stop trying to butt in
1666,1,nah optifun gets terrible frames and sucks tbh
1667,1,I am on shitty phone
1668,0,can i work for you busty
1669,0,"damn fairy well gl on the move, always sucks"
1670,0,I suck at math trust me
1671,1,oml my pc sucks idiots
1672,0,"i suck at writing numbers with no spaces or ,"
1673,0,dont do discord it sucks
1674,0,lmfao _yournext691840 gonna use 75spawner keys before they go poof
1675,0,cuz russian sucks to translate
1676,0,does it suck all the items into the hopper?
1677,0,does a chunk hopper suck the items faster than lava can burn it?
1678,0,xx u need to use gold shovel
1679,0,Busty I upgraded your trading and smelting shop
1680,0,Busty this is my plot
1681,0,Btw dead wanna buy boob stick
1682,0,Cx bald and zemha sucks
1683,0,multiplying is the best method for world domination
1684,0,busty mage u want money?
1685,0,when i sell it for 3b ill be sure to tell u xx
1686,0,bro i suck at building housed
1687,0,this fast foods burbers... suck.
1688,1,damn yall suck at parkour
1689,0,i just suck at mazes
1690,0,severs would suck to play
1691,0,ok this server kinda sucks
1692,0,the catch is it sucks
1693,0,"slap it w ur fish rod, then poof, augment is made"
1694,0,has anyone got a butt load of stone
1695,0,would suck to be people buying them
1696,0,can somebody make a hardcore world wit me
1697,0,yo siz why do u always butt in other people busines
1698,0,it sucks i legit had bought a pandora key i could of kept it for colection ;-;
1699,0,if u lag cuz of chat ur computer sucks
1700,0,Had to work my pretty butt of to get a rank lmao
1701,0,"pandora sucks ngl, not worth it, waste of money"
1702,1,"when you have blood/leg issues, and the docter gives you pills called ""ass-pirin"", makes me wonder..."
1703,0,"not me cause I suck at anything unless it's related to computers, but I still suck at that"
1704,0,I suck at building tho :skull:
1705,0,ok i suck at minecraft
1706,0,i suck at the game bye
1707,0,sucks up all dropped items
1708,0,but like the build above sucks
1709,0,thorns and fire combo sucks
1710,0,the tractor sucks so bad dude
1711,0,But following along with something sucks lmao
1712,0,oh jeez thats got to suck
1713,0,he has hotspot XX or smth like that
1714,0,i just suck at minecraft building
1715,0,Lifesteal sucks I got drained again
1716,0,I suck pvp but test it on me
1717,0,bro i suck at ground
1718,0,do not buy 40 series they suck
1719,0,i realise the lighting sucks on it
1720,0,u say u suck at building
1721,0,"if u were off for a month or so, kinda sucks"
1722,0,and i suck at fighting xD
1723,1,@_Technofit_2 screw ice spic i want water sugar
1724,0,u dont suck at building
1725,0,what a shame redfall sucks
1726,0,lemme poof another 1b into the economy rq
1727,0,your teammates suck in pvp lol
1728,0,i think one thing that kinda sucks is if u dont have chat colors u kinda get ignored
1729,0,how to selll butt load of items
1730,0,can some onr tp me to land im suck in water
1731,0,i suck but ive gotten better
1732,0,sorry i suck at englsih
1733,0,bro i get a loan car and theres a smokies butt on the seat
1734,0,there was a damn ciggarette butt in the loan car seat
1735,0,"sage, dw I suck at them xD"
1736,0,the may mega pick sucks tho
1737,0,if its parkour i suck lmao
1738,0,you must have hotspot XX or smth
1739,0,i suck at python for no reason lmap
1740,0,bruh mine sucks bad lmao
1741,0,I suck at axe and shield
1742,0,i have to do state testing this week and it SUCKS
1743,0,thats the part that sucks :D
1744,0,[[LIGHTNING WAND] x 1] this sucks tbh
1745,0,alr i suck but ill do my best
1746,0,cause the mouse pad sucks
1747,0,"[[MAY SWORD] x 1] If your talking about this tho, ngl suck for pvp dont use it"
1748,0,gonna suck fro me bc i dont use disc
1749,0,Lucky and newyear rod SUCK
1750,0,_JustineNaLogOut i suck at building
1751,0,u dont have to butt in
1752,0,buying coins for 490k message if interested xx
1753,0,selling coins ill give 510k per coin xx
1754,0,just about all movies nowadays suck
1755,0,HAHA by Lil Darkie is fire
1756,0,i suck at making collection bases
1757,0,i suck so basically im a free kill
1758,0,sure butt i dont have room in my claims :/
1759,0,anyone wanna kill me in pvp? i suck
1760,0,I suck at building innpc
1761,0,Ill suck someones toes for lunars bible
1762,0,my device sucks so i lag out every now and then
1763,0,Easter crate pulls was suck
1764,0,Im mobile and i suck
1765,0,@rxrx i would def run im on mobile and i suck
1766,0,can someone tell me if my build sucks or not
1767,0,we can team up for world domination
1768,0,this rtp sucks so bad
1769,0,"cpt miricle can i tp to you so i can make a city in china, rtp sucks and im new"
1770,0,"bro the servers mc one sucks, 15 seconds to vote"
1771,0,i would love to i just suck at pvp
1772,0,it sucks bc my lucky stone broke today ;-;
1773,0,i already know i suck lmao
1774,0,i dont play java because my computer sucks and i get 5 fps on java unlike bedrock
1775,0,I think im like lt3 but im on laptop rn so I kinda suck
1776,0,i can kev but i suck
1777,0,but i anit hackin you just mad cause you suck thinking im hacking but ima take that as a compliment bc you calling me really good:)
1778,0,"cause it sucks, too expensive here, might live in a diff city for a bit, need to go elsewhere tho"
1779,0,ppl complain to add custom enchants for ages then get mad when they suck w em
1780,0,3 sucks ngl just good for collections :P
1781,0,"aw that sucks, yeah i fish alone bc i used to get griefed"
1782,0,windows apple music preview SUCKS
1783,0,Sophie i trust u:( Butt:(
1784,0,Sucks cause I found you.
1785,0,the item you selling sucks
1786,0,and because i suck at building
1787,0,i have a physical keyboard connected to ma mobile but it sucks
1788,0,i suck ma [Nederite Sord x 1]
1789,0,I think the last time I was close to it was when I told negative to suck my toes
1790,0,ur not accepting my sexuality ?
1791,0,get your drag clicking butt outta here
1792,0,just that i suck at pvp
1793,0,just that i suck at parkour*
1794,0,"man this sucks, i lost my base due to inactivity"
1795,1,damn bro barb sucks frfr
1796,1,why ur dad a tranny ?
1797,1,what's a tranny :skull :
1798,0,mechanical keyboards suck so much i really hate
1799,0,MrProduce refund me your coins suck
1800,0,anyone wanna build a fun cute fairy village and team up for world domination :)
1801,0,i need to build a roof but i suck
1802,0,3 top fishers went poof
1803,0,i swear if these suck
1804,0,u suck at normal PVP
1805,0,i think this change is fair enough for most of the ppl but sucks for me
1806,0,ehh. I have work in the morning so it sucks
1807,0,"sucks to be you, have fun getting banned when you realize its a rule."
1808,0,im good at interior but i suck at exterior xd
1809,0,i just recently bought it so it would suck if i barly get 2 weeks out of jobs before they dissapear
1810,0,and it sucks that it looks like this
1811,0,iam not saying ur hacking iam saying my ping sucks
1812,0,this server sucks the mods litterally have no perms
1813,0,if the server sucks than leave quietly and keep that to ur self.
1814,0,loc you got any good swords i can borrow for the koth mine sucks
1815,0,it will be around for a while but it poof
1816,0,looks like if i had to guess he wanted whatever majic item i had he could snatch
1817,0,i suck at these things cuz i just take money lmao
1818,0,man homework sucks safwan but you gotta do what you gotta do yk
1819,0,"if theres a creeper in a mob farm, you can ignite it to insta kill all the mobs (exept the strong ones suck as the iron golem)"
1820,0,"say ""this server sucks"" three times into a mirror"
1821,0,"I have made multiple Megas and they suck lol, Easter Megas the best so far i can think of"
1822,0,"I have, crate luck suck lol"
1823,0,i do want it superg so butt out
1824,0,i gotta rejoin my skin SUCKS
1825,0,my cpu sucks so I get like 100
1826,0,can u give me ur any base for free I suck at building
1827,0,king tp to me for pvp or u sucks at pvp
1828,0,"slap it w ur rod, poof, augment made"
1829,0,I kind suck at trivia but i will participate
1830,0,nah i worked my butt off for wealth
1831,0,I dont got cobble cause my pick sucks
1832,0,this server sucks i cant find any untouched land
1833,0,this sucks everything is claimed
1834,0,nooo i suck at this game
1835,0,i suck hotdog so hard
1836,1,Ay im cooccoocaacaa and your sum little piehole with no nipples
1837,1,you little dawg with some nice nipples too yas yas baby
1838,0,why is cave dry humping the crate
1839,0,spiderman (its french for boner)
1840,0,cause i member you was talking to Joey one day and i just like poof was there lol
1841,0,i was gonna chicken butt u
1842,0,welp sucks to have no knowledge
1843,0,drop his butt in the snow joey
1844,0,these new ft times suck cucumbers
1845,0,i suck at building tbh
1846,0,I suck at building fr
1847,0,I suck at earth pvp XD
1848,0,Peter I suck at this XD
1849,0,"becareful reading mangas, they will suck your time into nothingness"
1850,0,maxx u sucks i asked for a big and goodlooking house
1851,1,it means to suck my cck
1852,0,you want me to suck you?
1853,0,basu puedo tener sexo contigo
1854,0,no are eco sucks too much satana
1855,0,i suck at building i only build a boring box
1856,0,I suck at getting money
1857,0,man my luck just sucks :(
1858,1,Nobody is forcing anything. All we ask is that straight people stop attacking gay people for sexuality
1859,0,Brooo fr these mobile noobs are like showing off there trash skills like fr they suck at p p
1860,0,Brooo fr these mobile noobs are like showing off there trash skills like fr they suck at pvp
1861,0,Brooo fr these mobile noobs are like showing off there trash skills like fr they suck at pvp tbh jdk why these noobs cry for sets
1862,1,i need to found one with boobs/
1863,0,ngl cave hope u get 75 claim blacks 30 times xx
1864,0,i really suck at claiming ;-;
1865,0,kinda sucks when most of the good ones are claimed
1866,0,alr *Poof* If ya need me ill be in Survival. ./pw PotionsGalore ONLY Potion shop in Earth!
1867,0,"I'm going to lifesteal, these people suck at pvp."
1868,0,cornhole is more entertaining than soccer
1869,0,tbh the cornhole national championships is actually pretty good tho
1870,0,stop buying disco armor it sucks
1871,0,coral names suck to type
1872,0,it was a pain in the butt when im colecting them lmao
1873,0,"No, sorry I don't want to pvp I SUCK at it sorry"
1874,0,"[[JUNE MEGA SWORD] x 1] Ngl, sword sucks"
1875,0,[[JUNE MEGA SWORD] x 1] Sword big suck
1876,0,I can already tell this server sucks
1877,0,the earth rod Mpaches18 gave me sucks
1878,0,high school sucks bro imma just warn you
1879,0,ill burn this spy this rmour sucks
1880,0,he wants to suck my toes ;-;
1881,0,being bedrock on mobilr suck
1882,0,i couldve had 4 but didnt buy the next 2 bc i heard from _yournext that the mega rod sucks
1883,0,yoqi sucks on this kinda servers anyways frfr
1884,1,Am u know in my time cupid axe 1shottz prot 4 ppl not doesnt now they sucks
1885,0,But I suck at pvp xd
1886,0,"Moon, get yo butt on Survival rn"
1887,0,i mean good colors butt
1888,0,dont use it it sucks'
1889,0,i suck at building generally so i never do it
1890,0,josh i suck at wanmd
1891,0,wanna make world and make it hardcore
1892,0,easter bow sucks right bear
1893,0,easter bow sucks right mac10
1894,0,easter bow sucks right mac10 hm
1895,0,my english sucks this morning xD every chat
1896,0,But remeber all pickaxe suck If u want ur mining to be bigger use may pick for 7x7 mining and autosell if not idk
1897,0,Ur Nebula Suck Solar Better
1898,0,Bro Im Annoyed To Tell u that Price Points is suck i dont have earnings if i Will Tell U
1899,0,bro u got butt hurt because ur price at ur shop are bad and i called u out for shut up
1900,0,lets all agree edge sucks
1901,0,even tho the company sucks
1902,0,kima ur prices suck now
1903,0,jun sucks lol he tried killing me in koth today
1904,1,u coulda jus said hendon hooker or stetson bennet nixon
1905,0,I am on ps4 so it sucks to type fast
1906,0,MrProduce your keys all suck
1907,0,ya it sucks cause claim stick
1908,0,crates gonna suck for the next 100 uses lol
1909,0,"kinky fish, just like zom"
1910,0,what the heck just hapend XX
1911,0,let me suck up those cleats
1912,0,nah much wuv sizquirt xx
1913,0,Bedrock pvp SUCKS SO BAD
1914,0,how did i kill u bro i suck
1915,0,./pw fish gallary suck use /pw fishmuseum instead
1916,0,./pw fish_gallary suck /pw fishmuseum better
1917,0,"mega wand for june shovel, which i think is fair since shovel sucks"
1918,0,I gotta pee so this sucks
1919,0,got 5 coins ts sucks
1920,0,butt if u get something good
1921,0,im using bedrock edition bridging suck it java
1922,0,he sucks in pot lol lil bud died by ign not even cheating and still hackstaiting is crazy
1923,0,spending 800 or more for entropy kinda sucks
1924,0,Pandora suck without The Keys
1925,0,No i just suck at mobile pvp
1926,0,Bc i just said i suck at mobile pvp
1927,0,@Lunaro_o wanna unban me from lifesteal early (40 mins) desth ban sucks and im bored
1928,0,because you suck at geogrhapy
1929,0,no im jk bennets sucks
1930,0,LV_88_KITH sucks to 5vs1 on 1 person on koth
1931,1,Who f#%k trynna nut in my butt
1932,0,even then people try to suck out whatever they can get :I
1933,0,cant buy for 11m and resell for 13.7m anymore it sucks
1934,0,Yea but why? Items don't just go poof.
1935,0,why cant we withdraw spawners that sucks
1936,0,bro these expiered claims suck
1937,0,i got a tooth pulled out on tuesday and been in pain so sleeping sucks
1938,0,i got the same one at my hardcore
1939,0,ye my xmas drill went poof
1940,0,bruh... if kith really did quit.. that sucks
1941,0,Lol yea i use 2 suck baddd
1942,0,i have stacks for a reason... i worked my butt off to get them
1943,0,bro this fishing tounament gona suck
1944,0,i suck at these lava runs bruh
1945,0,auto sprint for feather sucks
1946,0,he wants to make u go kaboom or poof
1947,0,we need to wait next month it sucks
1948,0,i lost all my old claims and loot since i have a new acc it sucks
1949,0,im still in school and it sucks
1950,0,nah waking up at 5am sucks
1951,0,This sucks im going on lfs
